scope_folder,panel,signal_label,source_signal,source_channel,num_samples,csv_path,conversion_note
Moving_Circle_Scope_Y_data_rep2,Y signals,pred1_y,pred1_y,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\17_pred1_y.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Y_data_rep2,Y signals,pred2_y,pred2_y,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\25_pred2_y.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Y_data_rep2,Y signals,fused_y,fused_y,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\33_fused_y.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Y_data_rep2,Y signals,safe_y,safe_y,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\41_safe_y.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Y_data_rep2,Safety,safe_to_drive,Mux_Safety_Status:1,4,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\49_safe_to_drive.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Y_data_rep2,Safety,safe_speed_norm,Mux_Safety_Status:1,8,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Y_data_rep2\csv\57_safe_speed_norm.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,src1_yaw,src1_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\01_src1_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,src2_yaw,src2_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\09_src2_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,pred1_yaw,pred1_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\17_pred1_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,pred2_yaw,pred2_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\25_pred2_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,fused_yaw,fused_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\33_fused_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Yaw signals,safe_yaw,safe_yaw_u,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\41_safe_yaw.csv,time_dim_last [1     1  1608]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Safety,safe_to_drive,Mux_Safety_Status:1,4,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\49_safe_to_drive.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Yaw_Wrapped_rep2,Safety,safe_speed_norm,Mux_Safety_Status:1,8,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Yaw_Wrapped_rep2\csv\57_safe_speed_norm.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Source status,src1_valid,Mux_Source_Status:1,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\01_src1_valid.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Source status,src1_deadman,Mux_Source_Status:1,2,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\09_src1_deadman.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Source status,src1_move_en,Mux_Source_Status:1,3,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\17_src1_move_en.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Source status,src2_valid,Mux_Source_Status:1,4,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\25_src2_valid.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Source status,src2_deadman,Mux_Source_Status:1,5,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\33_src2_deadman.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Source status,src2_move_en,Mux_Source_Status:1,6,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\41_src2_move_en.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,fused_available,Mux_Fusion_Status:1,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\49_fused_available.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,operator_stop_request,Mux_Fusion_Status:1,2,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\57_operator_stop_request.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,fused_source_id,Mux_Fusion_Status:1,3,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\65_fused_source_id.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,fusion_mode,Mux_Fusion_Status:1,4,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\73_fusion_mode.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,active_sources_mask,Mux_Fusion_Status:1,5,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\81_active_sources_mask.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Fusion status,candidate_sources_mask,Mux_Fusion_Status:1,6,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\89_candidate_sources_mask.csv,time_dim_first [1608     6]
Moving_Circle_Scope_Control_data_rep2,Safety status,pose_valid,Mux_Safety_Status:1,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\97_pose_valid.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,deadman_out,Mux_Safety_Status:1,2,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\105_deadman_out.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,move_en_out,Mux_Safety_Status:1,3,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\113_move_en_out.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,safe_to_drive,Mux_Safety_Status:1,4,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\121_safe_to_drive.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,hold_mode,Mux_Safety_Status:1,5,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\129_hold_mode.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,soft_decay,Mux_Safety_Status:1,6,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\137_soft_decay.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,hard_stop,Mux_Safety_Status:1,7,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\145_hard_stop.csv,time_dim_first [1608     8]
Moving_Circle_Scope_Control_data_rep2,Safety status,safe_speed_norm,Mux_Safety_Status:1,8,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_Control_data_rep2\csv\153_safe_speed_norm.csv,time_dim_first [1608     8]
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,valid,MATLAB Function5:1,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\01_valid.csv,vector
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,deadman,MATLAB Function5:2,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\09_deadman.csv,vector
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,move_en,MATLAB Function5:3,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\17_move_en.csv,vector
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,fused_available,MATLAB Function5:4,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\25_fused_available.csv,vector
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,safe_to_drive,MATLAB Function5:5,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\33_safe_to_drive.csv,vector
Moving_Circle_Scope_UART_ATU1_data_rep2,ATU1 UART safety flags,hard_stop,MATLAB Function5:6,1,1608,C:\Users\mateu\Desktop\Mgr\logs\HIL_Scopes_Grouped\Circle\Moving_Circle_rep2_2026-08-13_23-20-42\Moving_Circle_Scope_UART_ATU1_data_rep2\csv\41_hard_stop.csv,vector
